35,9;1,014041
36;1,015625
36,1;1,017214
36,2;1,018809
36,3;1,020408
36,4;1,022013
36,5;1,023622
36,6;1,025237
36,7;1,026856
36,8;1,028481
36,9;1,030111
37;1,031746
37,1;1,033386
37,2;1,035032
37,3;1,036683
37,4;1,038339
37,5;1,04
37,6;1,041667
37,7;1,043339
37,8;1,045016
37,9;1,046699
38;1,048387
38,1;1,050081
38,2;1,05178
38,3;1,053485
38,4;1,055195
38,5;1,056911
38,6;1,058632
38,7;1,060359
38,8;1,062092
38,9;1,06383
39;1,065574
39,1;1,067323
39,2;1,069079
39,3;1,07084
39,4;1,072607
39,5;1,07438
39,6;1,076159
39,7;1,077944
39,8;1,079734
39,9;1,081531
40;1,083333
40,1;1,085142
40,2;1,086957
40,3;1,088777
40,4;1,090604
40,5;1,092437
40,6;1,094276
40,7;1,096121
40,8;1,097973
40,9;1,099831
41;1,101695
41,1;1,103565
41,2;1,105442
41,3;1,107325
41,4;1,109215
41,5;1,111111
41,6;1,113014
41,7;1,114923
41,8;1,116838
41,9;1,118761
42;1,12069
42,1;1,122625
42,2;1,124567
42,3;1,126516
42,4;1,128472
42,5;1,130435
42,6;1,132404
42,7;1,13438
42,8;1,136364
42,9;1,138354
43;1,140351
43,1;1,142355
43,2;1,144366
43,3;1,146384
43,4;1,14841
43,5;1,150442
43,6;1,152482
43,7;1,154529
43,8;1,156584
43,9;1,158645
44;1,160714
44,1;1,162791
44,2;1,164875
44,3;1,166966
44,4;1,169065
44,5;1,171171
44,6;1,173285
44,7;1,175407
44,8;1,177536
44,9;1,179673
45;1,181818
45,1;1,183971
45,2;1,186131
45,3;1,1883
45,4;1,190476
45,5;1,192661
45,6;1,194853
45,7;1,197053
45,8;1,199262
45,9;1,201479
46;1,203704
46,1;1,205937
46,2;1,208178
46,3;1,210428
46,4;1,212687
46,5;1,214953
46,6;1,217228
46,7;1,219512
46,8;1,221805
46,9;1,224105
47;1,226415
47,1;1,228733
47,2;1,231061
47,3;1,233397
47,4;1,235741
47,5;1,238095
47,6;1,240458
47,7;1,24283
47,8;1,245211
47,9;1,247601
48;1,25
48,1;1,252408
48,2;1,254826
48,3;1,257253
48,4;1,25969
48,5;1,262136
48,6;1,264591
48,7;1,267057
48,8;1,269531
48,9;1,272016
49;1,27451
49,1;1,277014
49,2;1,279528
49,3;1,282051
49,4;1,284585
49,5;1,287129
49,6;1,289683
49,7;1,292247
49,8;1,294821
49,9;1,297405
50;1,3
